year,county,town,incidentDate,incidentTime,city,officerName,officerid,location,type,officerSex,officerRace,townCounty
2016,Essex County,East Orange,3/15/16,15:30,,John A Bocchino,JohnABocchinoEastOrange,Park/Clinton,Other Dispute,Male,,"East Orange, Essex County"
2015,Essex County,East Orange,8/20/15,21:45,,John A Bocchino,JohnABocchinoEastOrange,305 Park Avenue,Other: In The Process Of Effecting An Arrest,Male,,"East Orange, Essex County"
2014,Essex County,East Orange,10/20/14,22:50,,John A Bocchino,JohnABocchinoEastOrange,86 Shepard Avenue,Other: Aggravated Assault (Shooting) Scene,Male,,"East Orange, Essex County"
2016,Essex County,East Orange,8/19/16,9:15,,John A Bocchino,JohnABocchinoEastOrange,508 Main Street,Suspicious Person,Male,,"East Orange, Essex County"
2015,Essex County,East Orange,4/15/15,15:30,,John A Bocchino,JohnABocchinoEastOrange,North Grove Street,Other Dispute,Male,,"East Orange, Essex County"
2016,Essex County,East Orange,8/18/16,20:00,,John A Bocchino,JohnABocchinoEastOrange,Street,Suspicious Person,Male,,"East Orange, Essex County"
2015,Essex County,East Orange,4/26/15,22:40,,John A Bocchino,JohnABocchinoEastOrange,15 South Munn Avenue,Other: Subject Refused To Comply,Male,,"East Orange, Essex County"
2014,Essex County,East Orange,12/19/14,22:00,,John A Bocchino,JohnABocchinoEastOrange,292 Tremont Avenue,Domestic,Male,,"East Orange, Essex County"
2016,Essex County,East Orange,11/9/16,15:30,,John A Bocchino,JohnABocchinoEastOrange,375 Central Avenue,Crime In Progress,Male,,"East Orange, Essex County"
2015,Essex County,East Orange,11/18/15,15:30,,John A Bocchino,JohnABocchinoEastOrange,Park/Clinton,Other Dispute,Male,,"East Orange, Essex County"
2012,Atlantic County,Atlantic City,11/25/12,2:12,,John A Devlin,JohnADevlinAtlanticCity,Tropicana Casino,Crime In Progress,Male,WHITE,"Atlantic City, Atlantic County"
2012,Atlantic County,Atlantic City,11/13/12,22:39,,John A Devlin,JohnADevlinAtlanticCity,Michigan Boardwalk,"Crime In Progress, Suspicious Person",Male,WHITE,"Atlantic City, Atlantic County"
2012,Atlantic County,Atlantic City,7/1/12,3:20,,John A Devlin,JohnADevlinAtlanticCity,Tropicana Quarter,Crime In Progress,Male,WHITE,"Atlantic City, Atlantic County"
2015,Atlantic County,Atlantic City,3/22/15,6:15,,John A Devlin,JohnADevlinAtlanticCity,Spay and Atlantic Avenues,Domestic,Male,WHITE,"Atlantic City, Atlantic County"
2015,Atlantic County,Atlantic City,5/23/15,4:50,Atlantic City,John A Devlin,JohnADevlinAtlanticCity,"2 Convention Blvd, NJ",Crime In Progress,Male,WHITE,"Atlantic City, Atlantic County"
2016,Atlantic County,Atlantic City,8/17/16,16:35,,John A Devlin,JohnADevlinAtlanticCity,Indiana and Atlantic,Suspicious Person,Male,WHITE,"Atlantic City, Atlantic County"
2015,Atlantic County,Atlantic City,9/12/15,5:59,Atlantic City,John A Devlin,JohnADevlinAtlanticCity,"Taj Mahal Casino, 1000 Boardwalk, NJ 08401",Crime In Progress,Male,WHITE,"Atlantic City, Atlantic County"
2016,Atlantic County,Atlantic City,11/3/16,13:01,Atlantic City,John A Devlin,JohnADevlinAtlanticCity,"1300 S Atlantic Ave; in rear, on corner of Central and Hann avenue, NJ 08401",Suspicious Person,Male,WHITE,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,3/30/13,23:06,,John A Devlin,JohnADevlinAtlanticCity,3810 Ventnor Ave,Crime In Progress,Male,WHITE,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,3/13/13,22:00,,John A Devlin,JohnADevlinAtlanticCity,Albany and Filbert Avenue,Crime In Progress,Male,WHITE,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,9/14/13,19:46,,John Devlin,JohnADevlinAtlanticCity,Renaissance Plaza,Crime In Progress,Male,WHITE,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,5/22/13,22:02,,John A Devlin,JohnADevlinAtlanticCity,North Carolina Ave and the Beach,Crime In Progress,Male,WHITE,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,10/26/13,23:37,,John A Devlin,JohnADevlinAtlanticCity,Tropicana Casino,Crime In Progress,Male,WHITE,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,5/2/13,18:45,,John A Devlin,JohnADevlinAtlanticCity,23 North Florida Avenue,Crime In Progress,Male,WHITE,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,4/13/13,23:21,,John A Devlin,JohnADevlinAtlanticCity,317 N. North Carolina Ave,"Crime In Progress, Domestic",Male,WHITE,"Atlantic City, Atlantic County"
2014,Atlantic County,Atlantic City,7/5/14,4:35,,John A Devlin,JohnADevlinAtlanticCity,Ohio and Atlantic Avenue,Crime In Progress,Male,WHITE,"Atlantic City, Atlantic County"
2014,Cumberland County,Millville,5/10/14,18:07,,Johnathan Gomez,JohnathanGomezMillville,210 E McNeal St,Other Type Of Call: Service,Not listed,,"Millville, Cumberland County"
2014,Cumberland County,Millville,8/7/14,22:38,Millville,Johnathan Gomez,JohnathanGomezMillville,"2213 S 2nd Street, NJ",Crime In Progress,Not listed,,"Millville, Cumberland County"
2014,Cumberland County,Millville,10/2/14,21:14,Millville,Johnathan Gomez,JohnathanGomezMillville,"710 Buck Street, NJ",Crime In Progress,Not listed,,"Millville, Cumberland County"
2015,Cumberland County,Millville,1/4/15,14:33,,Johnathan Gomez,JohnathanGomezMillville,28 Cedar Street,Crime In Progress,Not listed,,"Millville, Cumberland County"
2013,Cumberland County,Millville,4/6/13,22:36,,Johnathan Gomez,JohnathanGomezMillville,S 3rd St/Smith St,Crime In Progress,Not listed,,"Millville, Cumberland County"
2014,Cumberland County,Millville,8/18/14,10:29,,Johnathan Gomez,JohnathanGomezMillville,Broad Street / Penn Street,Other Type Of Call: Resisting,Not listed,,"Millville, Cumberland County"
2013,Cumberland County,Millville,4/8/13,17:50,,Johnathan Gomez,JohnathanGomezMillville,N High St/Depot St,Crime In Progress,Not listed,,"Millville, Cumberland County"
2013,Cumberland County,Millville,7/16/13,9:29,,Johnathan Gomez,JohnathanGomezMillville,N 2nd St/ Broad St,Crime In Progress,Not listed,,"Millville, Cumberland County"
2014,Cumberland County,Millville,4/22/14,13:07,Millville,Johnathan Gomez,JohnathanGomezMillville,"2300 South 2nd St, NJ",Other Type Of Call: Psycholo,Not listed,,"Millville, Cumberland County"
2012,Cumberland County,Millville,9/22/12,15:47,,Johnathan Gomez,JohnathanGomezMillville,3rd St / Oak St,Other Type Of Call: Warrant,Not listed,,"Millville, Cumberland County"
2014,Cumberland County,Millville,11/27/14,13:31,,Johnathan Gomez,JohnathanGomezMillville,7th St/Main St,Crime In Progress,Not listed,,"Millville, Cumberland County"
2013,Cumberland County,Millville,6/3/13,14:49,,Johnathan Gomez,JohnathanGomezMillville,N 6th St/Mulberry St,Suspicious Person,Not listed,,"Millville, Cumberland County"
2016,Cumberland County,Millville,8/30/16,21:25,Millville,Johnathan Gomez,JohnathanGomezMillville,2213 South 2nd Street,Crime In Progress,Not listed,,"Millville, Cumberland County"
2016,Cumberland County,Millville,9/7/16,20:23,,Johnathan Gomez,JohnathanGomezMillville,North 5th Street / Oak Street,Suspicious Person,Not listed,,"Millville, Cumberland County"
2016,Cumberland County,Millville,6/12/16,22:22,Millville,Johnathan Gomez,JohnathanGomezMillville,"415 North 5th Street, NJ",Other Type Of Call: Psycolog,Not listed,,"Millville, Cumberland County"
2013,Cumberland County,Millville,7/6/13,15:08,,Johnathan Gomez,JohnathanGomezMillville,614 North 3rd Street,Crime In Progress,Not listed,,"Millville, Cumberland County"
2012,Cumberland County,Vineland,6/16/12,23:07,,Johnathan Ramos,JohnathanRamosVineland,"432 W Montrose St, 1",Domestic,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,12/26/12,1:08,,Johnathan Ramos,JohnathanRamosVineland,"1047 E Park Ave, C12",Other Dispute,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,9/30/12,1:31,,Johnathan Ramos,JohnathanRamosVineland,3926 N Delsea Dr,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,9/30/12,2:15,,Johnathan Ramos,JohnathanRamosVineland,111 N Sixth St,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,7/12/12,22:48,,Johnathan Ramos,JohnathanRamosVineland,596 Northwest Blvd,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,7/18/12,4:16,,Johnathan Ramos,JohnathanRamosVineland,1713 Kay Ter,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2013,Cumberland County,Vineland,5/15/13,14:17,,Johnathan Ramos,JohnathanRamosVineland,"1047 E Park Ave, C4",Domestic,Male,WHITE,"Vineland, Cumberland County"
2013,Cumberland County,Vineland,6/7/13,15:47,,Johnathan Ramos,JohnathanRamosVineland,"1616 Pennsylvania Ave, 287",Other: Nothing,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,7/26/12,4:54,,Johnathan Ramos,JohnathanRamosVineland,"1102 New Peach St, 2",Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,11/16/12,1:35,,Johnathan Ramos,JohnathanRamosVineland,825 E Elmer St,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,11/18/12,0:46,,Johnathan Ramos,JohnathanRamosVineland,596 Northwest Blvd,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,9/7/12,2:06,,Johnathan Ramos,JohnathanRamosVineland,"1047 E Park Ave, D6",Traffic Stop,Male,WHITE,"Vineland, Cumberland County"
2014,Cumberland County,Vineland,11/30/14,9:51,,Johnathan Ramos,JohnathanRamosVineland,1255 N Main Rd,Other: Nothing,Male,WHITE,"Vineland, Cumberland County"
2014,Cumberland County,Vineland,10/28/14,6:38,,Johnathan Ramos,JohnathanRamosVineland,2336 Coronado Dr,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2014,Cumberland County,Vineland,9/6/14,17:42,,Johnathan Ramos,JohnathanRamosVineland,2057 E Chestnut Avenue,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2015,Cumberland County,Vineland,6/29/15,BLANK,,Johnathan Ramos,JohnathanRamosVineland,807 E Pear St,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2015,Cumberland County,Vineland,7/9/15,15:39,,Johnathan Ramos,JohnathanRamosVineland,1138 Utopia Ln,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2015,Cumberland County,Vineland,2/20/15,15:01,,Johnathan Ramos,JohnathanRamosVineland,3849 S Delsea Dr,Other: Nothing,Male,WHITE,"Vineland, Cumberland County"
2014,Cumberland County,Vineland,2/27/14,15:17,,Johnathan Ramos,JohnathanRamosVineland,20 W Park Ave,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2015,Cumberland County,Vineland,10/12/15,12:24,,Johnathan Ramos,JohnathanRamosVineland,W Landis Ave/N Second St,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2014,Cumberland County,Vineland,6/2/14,11:10,,Johnathan Ramos,JohnathanRamosVineland,E Park Ave/N East Blvd,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2014,Cumberland County,Vineland,7/5/14,11:12,,Johnathan Ramos,JohnathanRamosVineland,542 Crystal Ave,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2016,Cumberland County,Vineland,1/1/16,5:48,,Johnathan Ramos,JohnathanRamosVineland,"2715 E Chestnut Avenue, 64",Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2016,Cumberland County,Vineland,7/16/16,16:06,,Johnathan Ramos,JohnathanRamosVineland,508 S Seventh St,Other: Edp,Male,WHITE,"Vineland, Cumberland County"
2016,Cumberland County,Vineland,7/24/16,13:30,,Johnathan Ramos,JohnathanRamosVineland,61 Osborn Ave,Domestic,Male,WHITE,"Vineland, Cumberland County"
2016,Cumberland County,Vineland,10/22/16,14:51,,Johnathan Ramos,JohnathanRamosVineland,1070 W Landis Ave,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2016,Cumberland County,Vineland,12/25/16,20:17,,Johnathan Ramos,JohnathanRamosVineland,W Elmer St/S.W. Blvd,Other: Nothing,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Millville,7/1/12,3:41,,Johnathan Seidel,JohnathanSeidelMillville,BLANK,Crime In Progress,Not listed,,"Millville, Cumberland County"
2014,Cumberland County,Millville,9/28/14,1:24,,Johnathan Seidel,JohnathanSeidelMillville,Millville Police Department,Other Dispute,Not listed,,"Millville, Cumberland County"
2014,Cumberland County,Millville,10/14/14,13:36,Millville,Johnathan Seidel,JohnathanSeidelMillville,414 Garrison Avenue,Crime In Progress,Not listed,,"Millville, Cumberland County"
2014,Cumberland County,Millville,3/31/14,2:47,,Johnathan Seidel,JohnathanSeidelMillville,905 East Mulberry Street,Crime In Progress,Not listed,,"Millville, Cumberland County"
2013,Cumberland County,Millville,4/29/13,8:10,Millville,Johnathan Seidel,JohnathanSeidelMillville,5 West McNeal Street,Crime In Progress,Not listed,,"Millville, Cumberland County"
2015,Cumberland County,Millville,3/13/15,14:28,Millville,Johnathan Seidel,JohnathanSeidelMillville,"Bluebird Lane, NJ 08332",Other Type Of Call: Resisting,Not listed,,"Millville, Cumberland County"
2013,Cumberland County,Millville,5/10/13,18:05,,Johnathan Seidel,JohnathanSeidelMillville,Bridgeton Hospital,Other Dispute,Not listed,,"Millville, Cumberland County"
2015,Cumberland County,Millville,3/11/15,15:18,,Johnathan Seidel,JohnathanSeidelMillville,North 2nd Street/Smith Street,"Crime In Progress, Traffic Violation",Not listed,,"Millville, Cumberland County"
2014,Cumberland County,Millville,12/14/14,15:06,,Johnathan Seidel,JohnathanSeidelMillville,North 4th Street and Sassafras,Crime In Progress,Not listed,,"Millville, Cumberland County"
2015,Cumberland County,Millville,7/30/15,16:55,Millville,Johnathan Seidel,JohnathanSeidelMillville,"30 Cedar Street, NJ",Crime In Progress,Not listed,,"Millville, Cumberland County"
2015,Cumberland County,Millville,10/5/15,18:56,,Johnathan Seidel,JohnathanSeidelMillville,507 South 2nd Street (rear),Crime In Progress,Not listed,,"Millville, Cumberland County"
2016,Cumberland County,Millville,2/21/16,13:42,,Johnathan Seidel,JohnathanSeidelMillville,301 North 5th Street Apartment,Crime In Progress,Not listed,,"Millville, Cumberland County"
2015,Cumberland County,Millville,10/19/15,10:34,,Johnathan Seidel,JohnathanSeidelMillville,600 Block North Seventh Street,Traffic Violation,Not listed,,"Millville, Cumberland County"
2013,Cumberland County,Millville,7/1/13,6:56,,Johnathan Seidel,JohnathanSeidelMillville,Newcombtown Road & Cecile,Crime In Progress,Not listed,,"Millville, Cumberland County"
2012,Camden County,Stratford,11/22/12,5:22,,John Beasley,JohnBeasleyStratford,A Building Hamilton Court Apartments,"Other Dispute, Other Type Of Call: Intoxicated Male",Not listed,,"Stratford, Camden County"
2012,Camden County,Stratford,5/4/12,9:07,,John Beasley,JohnBeasleyStratford,Yellin School,Other Type Of Call: Psychiatric,Not listed,,"Stratford, Camden County"
2014,Camden County,Stratford,1/1/14,17:03,,John Beasley,JohnBeasleyStratford,40 Longwood Drive,Other Type Of Call: Ambulance Call (Crisis Patient),Not listed,,"Stratford, Camden County"
2012,Camden County,Stratford,9/10/12,22:27,,John Beasley,JohnBeasleyStratford,Kennedy ER,Other Type Of Call: Assist Laurel Springs Police At Kennedy Er With Combative Patient,Not listed,,"Stratford, Camden County"
2014,Camden County,Stratford,2/26/14,17:00,,John Beasley,JohnBeasleyStratford,Police Headquarters,"Other Type Of Call: Dwi, Psychiatric Emergency",Not listed,,"Stratford, Camden County"
2013,Camden County,Stratford,6/27/13,15:00,,John Beasley,JohnBeasleyStratford,Kennedy ER,,Not listed,,"Stratford, Camden County"
2013,Camden County,Stratford,8/3/13,22:45,,John Beasley,JohnBeasleyStratford,Kennedy ER,Other: Combative Psychiatric Emergency,Not listed,,"Stratford, Camden County"
2012,Camden County,Stratford,10/2/12,23:46,,John Beasley,JohnBeasleyStratford,Kennedy Hospital Emergency Room,"Other Dispute, Other Type Of Call: Psychiatric Emergency",Not listed,,"Stratford, Camden County"
2014,Camden County,Stratford,9/9/14,1:22,,John Beasley,JohnBeasleyStratford,6 W. Laurel Road,"Other Dispute, Other Type Of Call: Disorderly Conduct",Not listed,,"Stratford, Camden County"
2012,Camden County,Stratford,11/19/12,18:32,Somerdale,John Beasley,JohnBeasleyStratford,6 Cornell Avenue,Other Type Of Call: Intoxicated Male,Not listed,,"Stratford, Camden County"
2014,Camden County,Stratford,10/8/14,21:21,,John Beasley,JohnBeasleyStratford,Hockey Courts at Yellin,Other Type Of Call: Resisting Arrest,Not listed,,"Stratford, Camden County"
2015,Camden County,Stratford,3/12/15,21:50,,John Beasley,JohnBeasleyStratford,Kennedy Memorial Hospital,Other Type Of Call: Crisis Patient,Not listed,,"Stratford, Camden County"
2015,Camden County,Stratford,7/25/15,3:20,,John Beasley,JohnBeasleyStratford,Police Headquarters,"Traffic Violation, Other Type Of Call: Dwi",Not listed,,"Stratford, Camden County"
2015,Camden County,Stratford,9/24/15,15:40,Stratford,John Beasley,JohnBeasleyStratford,"15 Pennsylvania Avenue, NJ 08084","Domestic, Other Type Of Call: Father Vs. Son",Not listed,,"Stratford, Camden County"
2016,Camden County,Stratford,3/26/16,3:22,,John Beasley,JohnBeasleyStratford,Police Headquarters,"Traffic Violation, Other Type Of Call: Defendant Struck An Officer After He Refused To Provide Breath Samples",Not listed,,"Stratford, Camden County"
2016,Camden County,Stratford,8/19/16,18:14,,John Beasley,JohnBeasleyStratford,115 Vassar Avenue,Other Type Of Call: Nothing,Not listed,,"Stratford, Camden County"
2014,Cumberland County,Millville,1/1/14,16:06,Millville,John Butschky,JohnButschkyMillville,"330 Riverside Drive, NJ",Crime In Progress,Not listed,,"Millville, Cumberland County"
2014,Cumberland County,Millville,5/18/14,16:37,,John Butschky,JohnButschkyMillville,7th Street / East Vine Street,Other Type Of Call: Fight,Not listed,,"Millville, Cumberland County"
2014,Cumberland County,Millville,6/15/14,21:21,,John Butschky,JohnButschkyMillville,Intersection 6th Street / Smith,Other Type Of Call: Psycholo,Not listed,,"Millville, Cumberland County"
2012,Cumberland County,Millville,11/4/12,6:36,Millville,John Butschky,JohnButschkyMillville,"220 South 3rd Street, NJ","Crime In Progress, Suspicious Person",Not listed,,"Millville, Cumberland County"
2014,Cumberland County,Millville,1/30/14,7:52,Millville,John Butschky,JohnButschkyMillville,"320 East Pine Street, NJ",Other Type Of Call: Outstand,Not listed,,"Millville, Cumberland County"
2013,Cumberland County,Millville,3/29/13,11:52,,John Butschky,JohnButschkyMillville,"Sidelines Bar, 2 Sharp Street",Other Type Of Call: Fight,Not listed,,"Millville, Cumberland County"
2014,Cumberland County,Millville,8/18/14,10:29,,John Butschky,JohnButschkyMillville,Penn Street,Crime In Progress,Not listed,,"Millville, Cumberland County"
2013,Cumberland County,Millville,4/20/13,5:30,,John Butschky,JohnButschkyMillville,18 South High Street,"Suspicious Person, Other Type Of Call: Disorderly",Not listed,,"Millville, Cumberland County"
2013,Cumberland County,Millville,7/15/13,1:24,Millville,John Butschky,JohnButschkyMillville,"534 Florence Avenue, NJ",Other Type Of Call: Psycholo,Not listed,,"Millville, Cumberland County"
2012,Cumberland County,Millville,12/9/12,1:53,Millville,John Butschky,JohnButschkyMillville,404 West Foundry Street,Other Type Of Call: 911 Call,Not listed,,"Millville, Cumberland County"
2012,Cumberland County,Millville,9/21/12,20:28,,John Butschky,JohnButschkyMillville,Memorial High School,Other Dispute,Not listed,,"Millville, Cumberland County"
2014,Cumberland County,Millville,4/29/14,21:06,Millville,John Butschky,JohnButschkyMillville,"808 Woodland Ave, NJ",Other Type Of Call: Psycholo,Not listed,,"Millville, Cumberland County"
2015,Cumberland County,Millville,6/6/15,10:26,Millville,John Butschky,JohnButschkyMillville,2946 West Main Street,"Domestic, Other Type Of Call: Warrant",Not listed,,"Millville, Cumberland County"
2015,Cumberland County,Millville,7/27/15,20:24,,John Butschky,JohnButschkyMillville,North 2nd Street/55,"Suspicious Person, Other Type Of Call: Ordinance",Not listed,,"Millville, Cumberland County"
2015,Cumberland County,Millville,11/11/15,20:51,Millville,John Butschky,JohnButschkyMillville,"18 South High Street, NJ","Crime In Progress, Other Dispute",Not listed,,"Millville, Cumberland County"
2015,Cumberland County,Millville,8/16/15,2:23,,John Butschky,JohnButschkyMillville,401 West McNeal Street,"Crime In Progress, Domestic, Other Type Of Call: Resisting",Not listed,,"Millville, Cumberland County"
2013,Cumberland County,Millville,5/26/13,3:19,,John Butschky,JohnButschkyMillville,Washington Ave,Domestic,Not listed,,"Millville, Cumberland County"
2016,Cumberland County,Millville,4/10/16,0:50,Millville,John Butschky,JohnButschkyMillville,"815 North Street, NJ","Other Dispute, Other Type Of Call: Disorderly",Not listed,,"Millville, Cumberland County"
