officerid,count,name,dept
SalvatoreIuratoPaterson,2,Salvatore Iurato,"Paterson, Passaic County"
GuyThompsonAsburyPark,2,Guy Thompson,"Asbury Park, Monmouth County"
GSDiodatiNJSP,2,G S Diodati,"NJSP, State Police"
SalvatoreManenteSecaucus,2,Salvatore Manente,"Secaucus, Hudson County"
GregoryWeinstockSpringfield,2,Gregory Weinstock,"Springfield, Union County"
GregoryTWilliamsProspectPark,2,Gregory T Williams,"Prospect Park, Passaic County"
GregoryTenderendaPassaic,2,Gregory Tenderenda,"Passaic, Passaic County"
GregorySZytkoMansfield,2,Gregory S Zytko,"Mansfield, Warren County"
SamanthaLevySeaGirt,2,Samantha Levy,"Sea Girt, Monmouth County"
GregoryStalbParkRidge,2,Gregory Stalb,"Park Ridge, Bergen County"
SamanthaRobinsonNewark,2,Samantha Robinson,"Newark, Essex County"
GregorySBloseHamilton,2,Gregory S Blose,"Hamilton, Atlantic County"
GregoryRWillisWestOrange,2,Gregory R Willis,"West Orange, Essex County"
GregoryRuckerTeaneck,2,Gregory Rucker,"Teaneck, Bergen County"
GregoryMulawkaMaywood,2,Gregory Mulawka,"Maywood, Bergen County"
GregoryMSweeneyMantua,2,Gregory M Sweeney,"Mantua, Gloucester County"
SamuelAngelloHammonton,2,Samuel Angello,"Hammonton, Atlantic County"
GregoryMCugliariFranklinBoro,2,Gregory M Cugliari,"Franklin Boro, Sussex County"
GregoryKerrisonTeaneck,2,Gregory Kerrison,"Teaneck, Bergen County"
GregoryJohnsonOrange,2,Gregory Johnson,"Orange, Essex County"
GregoryHalikmanNorthWildwood,2,Gregory Halikman,"North Wildwood, Cape May County"
SamuelEClericoSomersPoint,2,Samuel E Clerico,"Somers Point, Atlantic County"
GregoryGPfremmerCranbury,2,Gregory G Pfremmer,"Cranbury, Middlesex County"
GregoryFBoldizarSouthBrunswick,2,Gregory F Boldizar,"South Brunswick, Middlesex County"
GregoryDuaneBridgewater,2,Gregory Duane,"Bridgewater, Somerset County"
GregoryDeputyOaklyn,2,Gregory Deputy,"Oaklyn, Camden County"
SamuelISkidmoreClifton,2,Samuel I Skidmore,"Clifton, Passaic County"
GregoryBlashMedford,2,Gregory Blash,"Medford, Burlington County"
SamuelMannWestwood,2,Samuel Mann,"Westwood, Bergen County"
GregoryASchenckOceanTownship,2,Gregory A Schenck,"Ocean Township, Monmouth County"
SamuelNievesNewark,2,Samuel Nieves,"Newark, Essex County"
GregoryAJacksonGloucester,2,Gregory A Jackson,"Gloucester, Camden County"
GregMcBainHo-Ho-Kus,2,Greg McBain,"Ho-Ho-Kus, Bergen County"
SamuelRodriguezClifton,2,Samuel Rodriguez,"Clifton, Passaic County"
SamuelRRoccoGarwood,2,Samuel R Rocco,"Garwood, Union County"
GregoryGyumolcsNorthBrunswick,2,Greg Gyumolcs,"North Brunswick, Middlesex County"
GregDamurjianNutley,2,Greg Damurjian,"Nutley, Essex County"
GrantWorrellWestDeptford,2,Grant Worrell,"West Deptford, Gloucester County"
GrantKRobertsWestville,2,Grant K Roberts,"Westville, Gloucester County"
GrantHoffericaWildwood,2,Grant Hofferica,"Wildwood, Cape May County"
SandraColonNewark,2,Sandra Colon,"Newark, Essex County"
GraceLongSeaIsleCity,2,Grace Long,"Sea Isle City, Cape May County"
GrabielOlmoCamden,2,Grabiel Olmo,"Camden, Camden County"
SantiagoHernandezNorthBergen,2,Santiago Hernandez,"North Bergen, Hudson County"
SantosDelosPassaic,2,Santos Delos,"Passaic, Passaic County"
SaraErwinHopewelltwp,2,Sara Erwin,"Hopewell twp, Mercer County"
GordonHarveyCamden,2,Gordon Harvey,"Camden, Camden County"
GordonTGillenWharton,2,Gordon Gillen,"Wharton, Morris County"
SaraiCheekBridgetonCity,2,Sarai Cheek,"Bridgeton City, Cumberland County"
GlenPacynaCamden,2,Glen Pacyna,"Camden, Camden County"
GlennSanatoreWoodbridge,2,Glenn Sanatore,"Woodbridge, Middlesex County"
GlennRTettemerEwing,2,Glenn R Tettemer,"Ewing, Mercer County"
SaulCintronCamden,2,Saul Cintron,"Camden, Camden County"
GlennMillerNorthWildwood,2,Glenn Miller,"North Wildwood, Cape May County"
GlennCTurnerBrick,2,Glenn C Turner,"Brick, Ocean County"
SavasTasiopoulosFairview,2,Savas Tasiopoulos,"Fairview, Bergen County"
GlennBrunetRochellePark,2,Glenn Brunet,"Rochelle Park, Bergen County"
SCairnsCherryHill,2,S Cairns,"Cherry Hill, Camden County"
ScannellKevinRutherford,2,Scannell Kevin,"Rutherford, Bergen County"
SCarrollLawrence,2,S Carroll,"Lawrence, Mercer County"
GlennAAbramsAtlanticCity,2,Glenn A Abrams,"Atlantic City, Atlantic County"
GlenMalkiewiczSouthAmboy,2,Glen Malkiewicz,"South Amboy, Middlesex County"
ScottAdamoHasbrouckHeights,2,Scott Adamo,"Hasbrouck Heights, Bergen County"
ScottAGumprechtOldBridge,2,Scott A Gumprecht,"Old Bridge, Middlesex County"
ScottAhearnRutherford,2,Scott Ahearn,"Rutherford, Bergen County"
GlenHBrotzmanHackettstown,2,Glen H Brotzman,"Hackettstown, Warren County"
GlenGreenNewark,2,Glen Green,"Newark, Essex County"
GlenAmermanBernards,2,Glen Amerman,"Bernards, Somerset County"
GlenAJohnstoneFlorhamPark,2,Glen A Johnstone,"Florham Park, Morris County"
ScottAnderleWatchung,2,Scott Anderle,"Watchung, Somerset County"
GiustonRDeBlasioPointPleasantBeach,2,Giuston R De Blasio,"Point Pleasant Beach, Ocean County"
GiovanniAPetrilliGibbsboro,2,Giovanni A Petrilli,"Gibbsboro, Camden County"
ScottBBrownEastWindsor,2,Scott B Brown,"East Windsor, Mercer County"
ScottBDempseyPomptonLakes,2,Scott B Dempsey,"Pompton Lakes, Passaic County"
GiovanniAliseEnglewood,2,Giovanni Alise,"Englewood, Bergen County"
ScottBowersWashingtonTownship,2,Scott J Bowers,"Washington Township, Warren County"
GinoMBaroneGloucester,2,Gino M Barone,"Gloucester, Camden County"
ScottCBigelowLakeComoBoro,2,Scott C Bigelow,"Lake Como Boro, Monmouth County"
GinaBetancourtPerthAmboy,2,Gina Betancourt,"Perth Amboy, Middlesex County"
ScottJCoarSecaucus,2,Scott Coar,"Secaucus, Hudson County"
ScottCostaHackensack,2,Scott Costa,"Hackensack, Bergen County"
GilotCastorPaterson,2,Gilot Castor,"Paterson, Passaic County"
GHabeicheFranklin,2,G Habeiche,"Franklin, Somerset County"
GGalvanPaterson,2,G Galvan,"Paterson, Passaic County"
ScottDRandolphHazlet,2,Scott D Randolph,"Hazlet, Monmouth County"
ScottDuncanTomsRiver,2,Scott Duncan,"Toms River, Ocean County"
GFernandezNJSP,2,G Fernandez,"NJSP, State Police"
GermanMSalazar-VenturaAtlanticCity,2,German M Salazar-Ventura,"Atlantic City, Atlantic County"
GerardVellaNewark,2,Gerard Vella,"Newark, Essex County"
GerardLaurinoHazlet,2,Gerard Laurino,"Hazlet, Monmouth County"
GerardKellySouthAmboy,2,Gerard Kelly,"South Amboy, Middlesex County"
GerardFreemanNewark,2,Gerard Freeman,"Newark, Essex County"
GeraldFHenkelPennsauken,2,Gerald F Henkel,"Pennsauken, Camden County"
ScottMHenryNorthBrunswick,2,Scott Henry,"North Brunswick, Middlesex County"
GeorgeTorresNewark,2,George Torres,"Newark, Essex County"
GeorgeSpinglerGloucesterCity,2,George Spingler,"Gloucester City, Camden County"
GeorgeSamolLongBranch,2,George Samol,"Long Branch, Monmouth County"
GeorgeSmithManchester,2,George P Smith,"Manchester, Ocean County"
GeorgeLWilsonTrenton,2,George L Wilson,"Trenton, Mercer County"
GeorgeKNoutsopoulosJerseyCity,2,George K Noutsopoulos,"Jersey City, Hudson County"
ScottJFallanoTomsRiver,2,Scott J Fallano,"Toms River, Ocean County"
GeorgeJadueMountOlive,2,George Jadue,"Mount Olive, Morris County"
GeorgeJacksonMedford,2,George Jackson,"Medford, Burlington County"
GeorgeGundermanHamburg,2,George Gunderman,"Hamburg, Sussex County"
GeorgeFILLEGIBLESomerville,2,George F ILLEGIBLE,"Somerville, Somerset County"
GeorgeFEganJerseyCity,2,George F Egan,"Jersey City, Hudson County"
GeorgeColemanEnglewood,2,George Coleman,"Englewood, Bergen County"
GeorgeCierPlainsboro,2,George Cier,"Plainsboro, Middlesex County"
GennaroSDiClementeNorthBrunswick,2,Gennaro S DiClemente,"North Brunswick, Middlesex County"
GenaLDornAtlanticCity,2,Gena L Dorn,"Atlantic City, Atlantic County"
GDaSilvaNewark,2,G DaSilva,"Newark, Essex County"
ScottMcCaffertyFlorhamPark,2,Scott McCafferty,"Florham Park, Morris County"
GCiarlaPaterson,2,G Ciarla,"Paterson, Passaic County"
ScottMPetersonTrenton,2,Scott M Peterson,"Trenton, Mercer County"
ScottMPinoMorristown,2,Scott M Pino,"Morristown, Morris County"
GarySDestefanoPaterson,2,Gary S Destefano,"Paterson, Passaic County"
GarySchaalPlumstead,2,Gary Schaal,"Plumstead, Ocean County"
GaryMVecchioneLongBranch,2,Gary M Vecchione,"Long Branch, Monmouth County"
GaryMollikVineland,2,Gary Mollik,"Vineland, Cumberland County"
GaryLBrachtOldBridge,2,Gary L Bracht,"Old Bridge, Middlesex County"
GaryLaRussaBarnegat,2,Gary LaRussa,"Barnegat, Ocean County"
ScottNChristofidesMiddlesex,2,Scott N Christofides,"Middlesex, Middlesex County"
GaryJohnsonLivingston,2,Gary Johnson,"Livingston, Essex County"
ScottParkerBellmawr,2,Scott Parker,"Bellmawr, Camden County"
GaryJMarcinkowskiHamilton,2,Gary J Marcinkowski,"Hamilton, Mercer County"
ScottRPoetschSayreville,2,Scott Poetsch,"Sayreville, Middlesex County"
ScottPRevisDenville,2,Scott P Revis,"Denville, Morris County"
ScottPSalernoLinden,2,Scott P Salerno,"Linden, Union County"
GaryGrimesPointPleasantBeach,2,Gary Grimes,"Point Pleasant Beach, Ocean County"
GaryGEgiziWashington,2,Gary Egizi,"Washington, Gloucester County"
ScottRKeefeSeasideHeights,2,Scott R Keefe,"Seaside Heights, Ocean County"
GaryEFullerWall,2,Gary E Fuller,"Wall, Monmouth County"
ScottRongoKeansburg,2,Scott Rongo,"Keansburg, Monmouth County"
GaryCoslopLinwood,2,Gary Coslop,"Linwood, Atlantic County"
GarthAGuthrieMontclair,2,Garth A Guthrie,"Montclair, Essex County"
ScottRWoodruffBridgewater,2,Scott R Woodruff,"Bridgewater, Somerset County"
GarriottJeraldNorthWildwood,2,Garriott Jerald,"North Wildwood, Cape May County"
ScottSlepokuraBridgewater,2,Scott Slepokura,"Bridgewater, Somerset County"
GabrielleCamachoCamden,2,Gabrielle Camacho,"Camden, Camden County"
GabeCampanColtsNeck,2,Gabe Campan,"Colts Neck, Monmouth County"
GABarnesNJSP,2,G A Barnes,"NJSP, State Police"
FuquannahHolleyGlenRidge,2,Fuquannah Holley,"Glen Ridge, Essex County"
FStylesBayonne,2,F Styles,"Bayonne, Hudson County"
FSMujahidNJSP,2,F S Mujahid,"NJSP, State Police"
FredSoosKenilworth,2,Fred Soos,"Kenilworth, Union County"
FredWalkerHillsborough,2,Fred R Wacker,"Hillsborough, Somerset County"
FredrickJenkinsNeptuneTownship,2,Fredrick Jenkins,"Neptune Township, Monmouth County"
FredricEgnezzoGlenRidge,2,Fredric Egnezzo,"Glen Ridge, Essex County"
FrederickSAndersonLacey,2,Frederick S Anderson,"Lacey, Ocean County"
ScottWHandsonLongport,2,Scott W Handson,"Longport, Atlantic County"
FrederickJVolpeWashington,2,Frederick J Volpe,"Washington, Gloucester County"
FrederickJBrittainBridgewater,2,Frederick J Brittain,"Bridgewater, Somerset County"
FrederickDowEwing,2,Frederick Dow,"Ewing, Mercer County"
FredACrawleyMiddle,2,Fred A Crawley,"Middle, Cape May County"
SDTanseyNJSP,2,S D Tansey,"NJSP, State Police"
FrankyGuzmanTrenton,2,Franky Guzman,"Trenton, Mercer County"
FrankTSabatinoWestWindsor,2,Frank T Sabatino,"West Windsor, Mercer County"
FrankTaylorSeaIsleCity,2,Frank Taylor,"Sea Isle City, Cape May County"
FrankSutterEastBrunswick,2,Frank Sutter,"East Brunswick, Middlesex County"
FrankSigismondiHolmdel,2,Frank Sigismondi,"Holmdel, Monmouth County"
FrankSciaccaLittleFerry,2,Frank Sciacca,"Little Ferry, Bergen County"
FrankPinelliPrinceton,2,Frank Pinelli,"Princeton, Mercer County"
FrankTPalinoTomsRiver,2,Frank Palino,"Toms River, Ocean County"
FrankPaccioneWaldwick,2,Frank Paccione,"Waldwick, Bergen County"
FrankORodriguezNewark,2,Frank O Rodriguez,"Newark, Essex County"
FrankMCiufoSeaGirt,2,Frank M Ciufo,"Sea Girt, Monmouth County"
FrankMartinezNewark,2,Frank Martinez,"Newark, Essex County"
FrankJZichaWestWindsor,2,Frank J Zicha,"West Windsor, Mercer County"
FrankILLEGIBLENewark,2,Frank ILLEGIBLE,"Newark, Essex County"
FrankJGrecoWall,2,Frank Greco,"Wall, Monmouth County"
SeanClaytonEastBrunswick,2,Sean Clayton,"East Brunswick, Middlesex County"
SeanCottrellPalisadesPark,2,Sean Cottrell,"Palisades Park, Bergen County"
SeanCrottyLittleEggHarbor,2,Sean Crotty,"Little Egg Harbor, Ocean County"
FrankGirardBernards,2,Frank Girard,"Bernards, Somerset County"
FrankGendronHightstown,2,Frank Gendron,"Hightstown, Mercer County"
SeanDGrannanGloucester,2,Sean D Grannan,"Gloucester, Camden County"
FrankFurfaroBloomfield,2,Frank Furfaro,"Bloomfield, Essex County"
FrankFigelBergenfield,2,Frank Figel,"Bergenfield, Bergen County"
FrankEIngargiolaAtlanticCity,2,Frank E Ingargiola,"Atlantic City, Atlantic County"
SeanERobertsSouthBrunswick,2,Sean E Roberts,"South Brunswick, Middlesex County"
FrankDTalaricoMerchantville,2,Frank D Talarico,"Merchantville, Camden County"
SeanFlannellyEnglewoodCliffs,2,Sean Flannelly,"Englewood Cliffs, Bergen County"
FrankCViggianoLinden,2,Frank C Viggiano,"Linden, Union County"
FrankCulmoneLongport,2,Frank Culmone,"Longport, Atlantic County"
FrankCrisafiPointPleasantBeach,2,Frank Crisafi,"Point Pleasant Beach, Ocean County"
FrankCorderoNewark,2,Frank Cordero,"Newark, Essex County"
FrankCipullyJackson,2,Frank Cipully,"Jackson, Ocean County"
FrankBrunoBerkeley,2,Frank Bruno,"Berkeley, Ocean County"
FrankBarretoNewark,2,Frank Barreto,"Newark, Essex County"
FrankAKuhlWall,2,Frank A Kuhl,"Wall, Monmouth County"
SeanGroganWoodbridge,2,Sean Grogan,"Woodbridge, Middlesex County"
SeanGuyMillville,2,Sean Guy,"Millville, Cumberland County"
SeanRHancharukLittleEggHarbor,2,Sean Hancharuk,"Little Egg Harbor, Ocean County"
FrancoALoPrestiAtlanticCity,2,Franco A LoPresti,"Atlantic City, Atlantic County"
FrancisJMullinWestDeptford,2,Francis J Mullin,"West Deptford, Gloucester County"
FrancisFioreMiddle,2,Francis Fiore,"Middle, Cape May County"
SeanHubbardAllendale,2,Sean Hubbard,"Allendale, Bergen County"
FranciscoMartinezNewark,2,Francisco Martinez,"Newark, Essex County"
SeanJHunterCamden,2,Sean J Hunter,"Camden, Camden County"
FranciscoMaldonadoPaterson,2,Francisco Maldonado,"Paterson, Passaic County"
SeanKaverickKenilworth,2,Sean Kaverick,"Kenilworth, Union County"
FranciscoCastroPrinceton,2,Francisco Castro,"Princeton, Mercer County"
SeanKellyWeehawken,2,Sean Kelly,"Weehawken, Hudson County"
SeanKellyWestOrange,2,Sean Kelly,"West Orange, Essex County"
FranciscoAMunozPaterson,2,Francisco A Munoz,"Paterson, Passaic County"
FrancescoTripodiHackensack,2,Francesco Tripodi,"Hackensack, Bergen County"
FrancescoLatorreWestWindsor,2,Francesco Latorre,"West Windsor, Mercer County"
FrancescaRodriguezElmwoodPark,2,Francesca Rodriguez,"Elmwood Park, Bergen County"
FortunatoFMontellaStanhope,2,Fortunato F Montella,"Stanhope, Sussex County"
ForrestSamalonisMoorestown,2,Forrest Samalonis,"Moorestown, Burlington County"
FoleyMichaelRutherford,2,Foley Michael,"Rutherford, Bergen County"
SeanMcGuirePlainfield,2,Sean McGuire,"Plainfield, Union County"
FlorindoJDimarzioFranklin,2,Florindo J Dimarzio,"Franklin, Somerset County"
FlavioMattessichFairview,2,Flavio Mattessich,"Fairview, Bergen County"
SeanMitchellWayne,2,Sean Mitchell,"Wayne, Passaic County"
FirmanAMasriBergenfield,2,Firman A Masri,"Bergenfield, Bergen County"
SeanMMcKennaWestDeptford,2,Sean M McKenna,"West Deptford, Gloucester County"
FiancoCaravellaPaterson,2,Fianco Caravella,"Paterson, Passaic County"
FernandoValenteNewark,2,Fernando Valente,"Newark, Essex County"
FernandoTrejoUniontownship,2,Fernando Trejo,"Union township, Union County"
FerdinandSFelicianoMargate,2,Ferdinand S Feliciano,"Margate, Atlantic County"
FelixRTorresEastOrange,2,Felix R Torres,"East Orange, Essex County"
FelixRiveraLakewood,2,Felix Rivera,"Lakewood, Ocean County"
FelixKatsaroansHackensack,2,Felix Katsaroans,"Hackensack, Bergen County"
FelixDeJesusJerseyCity,2,Felix DeJesus,"Jersey City, Hudson County"
FecaninJamesRutherford,2,Fecanin James,"Rutherford, Bergen County"
FederickDumontHamilton,2,F Dumont,"Hamilton, Mercer County"
FaustinaRodriguezEastOrange,2,Faustina Rodriguez,"East Orange, Essex County"
FabriceBVelosoHillside,2,Fabrice B Veloso,"Hillside, Union County"
EvanJMorrellMonmouthBeach,2,Evan J Morrell,"Monmouth Beach, Monmouth County"
EvanCManciniPointPleasantBeach,2,Evan C Mancini,"Point Pleasant Beach, Ocean County"
EVacchianoSeasidePark,2,E Vacchiano,"Seaside Park, Ocean County"
EugeneEdwardsBerlintownship,2,Eugene Edwards,"Berlin township, Camden County"
EugeneBachonskiTomsRiver,2,Eugene Bachonski,"Toms River, Ocean County"
EthanBoydPerthAmboy,2,Ethan Boyd,"Perth Amboy, Middlesex County"
ETGeissingerNJSP,2,E T Geissinger,"NJSP, State Police"
SeanPMcCarthyManalapan,2,Sean P McCarthy,"Manalapan, Monmouth County"
ETapiaNJSP,2,E Tapia,"NJSP, State Police"
ESNoconNJSP,2,E S Nocon,"NJSP, State Police"
EsllamZakariaProspectPark,2,Esllam Zakaria,"Prospect Park, Passaic County"
ErneyBLANKCherryHill,2,Erney BLANK,"Cherry Hill, Camden County"
ErnestFreestoneCamden,2,Ernest Freestone,"Camden, Camden County"
ErinCGormanEvesham,2,Erin C Gorman,"Evesham, Burlington County"
ErikNKrookBerkeley,2,Erik N Krook,"Berkeley, Ocean County"
SeanPrudenRoxbury,2,Sean Pruden,"Roxbury, Morris County"
ErikMDiazPaterson,2,Erik M Diaz,"Paterson, Passaic County"
ErikKnudsenSpringfield,2,Erik Knudsen,"Springfield, Union County"
ErikHanssonCedarGrove,2,Erik Hansson,"Cedar Grove, Essex County"
ErikMHaefnerMilltown,2,Erik Haefner,"Milltown, Middlesex County"
SeanPWilsonKearny,2,Sean P Wilson,"Kearny, Hudson County"
ErikBlountNewark,2,Erik Blount,"Newark, Essex County"
SeanRGaffeyRoxbury,2,Sean R Gaffey,"Roxbury, Morris County"
ErikaVergaraJerseyCity,2,Erika Vergara,"Jersey City, Hudson County"
ErikAGoodellLeonia,2,Erik A Goodell,"Leonia, Bergen County"
EricThomsonTrenton,2,Eric Thomson,"Trenton, Mercer County"
SeanSchwindtBloomfield,2,Sean Schwindt,"Bloomfield, Essex County"
SeanSignorelloHelmetta,2,Sean Signorello,"Helmetta, Middlesex County"
EricSPiperFranklinTownship,2,Eric S Piper,"Franklin Township, Gloucester County"
EricSchaeferBayonne,2,Eric Schaefer,"Bayonne, Hudson County"
EricOlsenWall,2,Eric Olsen,"Wall, Monmouth County"
SeanTaitStratford,2,Sean Tait,"Stratford, Camden County"
SeanTDugganWall,2,Sean T Duggan,"Wall, Monmouth County"
SeanTHolcombCranford,2,Sean T Holcomb,"Cranford, Union County"
EricWMooreSouthOrange,2,Eric Moore,"South Orange, Essex County"
EricMartinezNewBrunswick,2,Eric Martinez,"New Brunswick, Middlesex County"
EricLoffredoWestfield,2,Eric Loffredo,"Westfield, Union County"
ErickJMarinoPaterson,2,Erick Marino,"Paterson, Passaic County"
EricJWachenheimMilltown,2,Eric J Wachenheim,"Milltown, Middlesex County"
EricJLokajWoodbury,2,Eric J Lokaj,"Woodbury, Gloucester County"
EricETavarezJerseyCity,2,Eric E Tavarez,"Jersey City, Hudson County"
EricERodriguezClifton,2,Eric Rodriguez,"Clifton, Passaic County"
EricDDuganBayonne,2,Eric D Dugan,"Bayonne, Hudson County"
EricCKerbyDeptford,2,Eric C Kerby,"Deptford, Gloucester County"
SebastianILLEGIBLEPaterson,2,Sebastian ILLEGIBLE,"Paterson, Passaic County"
EricCirinoJerseyCity,2,Eric Cirino,"Jersey City, Hudson County"
SECullenNJSP,2,S E Cullen,"NJSP, State Police"
SegundoMarquezEastOrange,2,Segundo Marquez,"East Orange, Essex County"
EricCerritoLyndhurst,2,Eric Cerrito,"Lyndhurst, Bergen County"
EricCCaffreyWayne,2,Eric C Caffrey,"Wayne, Passaic County"
EricCBaileyPitman,2,Eric C Bailey,"Pitman, Gloucester County"
SergioASanchezWestNewYork,2,Sergio A Sanchez,"West New York, Hudson County"
EricBudelmannMatawan,2,Eric J Budelmann,"Matawan, Monmouth County"
SergioD'AndreaClark,2,Sergio D'Andrea,"Clark, Union County"
EricASchaeferBayonne,2,Eric A Schaefer,"Bayonne, Hudson County"
SergioKhanukayevCliffsidePark,2,Sergio Khanukayev,"Cliffside Park, Bergen County"
EricAnthonyMountOlive,2,Eric Anthony,"Mount Olive, Morris County"
EricAndersenMatawan,2,Eric Andersen,"Matawan, Monmouth County"
EPadillaNewark,2,E Padilla,"Newark, Essex County"
EmmanuelRiveraPaterson,2,Emmanuel Rivera,"Paterson, Passaic County"
EmmaBascomFranklin,2,Emma Bascom,"Franklin, Somerset County"
EMCurtissNJSP,2,E M Curtiss,"NJSP, State Police"
ELVisoneNJSP,2,E L Visone,"NJSP, State Police"
ElviraLopezNewark,2,Elvira Lopez,"Newark, Essex County"
SFranklinHillside,2,S Franklin,"Hillside, Union County"
SFStoneNJSP,2,S F Stone,"NJSP, State Police"
ElvinRMunozWestNewYork,2,Elvin R Munoz,"West New York, Hudson County"
EltonLCopesLacey,2,Elton L Copes,"Lacey, Ocean County"
ElmerMErtlRoselle,2,Elmer M Ertl,"Roselle, Union County"
ElioAScarpaWall,2,Elio A Scarpa,"Wall, Monmouth County"
ShamarReddickNewark,2,Shamar Reddick,"Newark, Essex County"
ShamusEllisBrooklawn,2,Shamus Ellis,"Brooklawn, Camden County"
ElijahMHartWillingBoro,2,Elijah M Hart,"Willing Boro, Burlington County"
ElijahJBryantSeasideHeights,2,Elijah J Bryant,"Seaside Heights, Ocean County"
EliasGarciaNewark,2,Elias Garcia,"Newark, Essex County"
EliasColonHoboken,2,Elias Colon,"Hoboken, Hudson County"
EkneMontalvoMiddletown,2,Ekne Montalvo,"Middletown, Monmouth County"
