officerid,sId,count,dept,name
DanielJDavisonPointPleasantBeach,1664,3,"Point Pleasant Beach, Ocean County",Daniel Davison
RobertSokolNewMilford,1665,3,"New Milford, Bergen County",Robert Sokol
DarrellGMarshallNewMilford,1666,3,"New Milford, Bergen County",Darrell Marshall
BrianJLamendolaMontvale,1667,3,"Montvale, Bergen County",Brian Lamendola
JasonESzaboMontvale,1668,3,"Montvale, Bergen County",Jason Szabo
RonaldLehmCamden,1669,3,"Camden, Camden County",Ronald Lehm
AlishaRFoleyMontvale,1670,3,"Montvale, Bergen County",Alisha Folei
JasonDCarrollBarnegat,1671,3,"Barnegat, Ocean County",Jason Carroll
BrianRubioMaywood,1672,3,"Maywood, Bergen County",Brian Rubio
LuisMPintoNorthArlington,1673,3,"North Arlington, Bergen County",Luis Pinto
MatthewRCookSeasideHeights,1674,3,"Seaside Heights, Ocean County",Matthew Cook
ElijahJBryantSeasideHeights,1675,3,"Seaside Heights, Ocean County",Elijah Bryant
TerenceKennyMaywood,1676,3,"Maywood, Bergen County",Terence Kenny
MatthewParodiMaywood,1677,3,"Maywood, Bergen County",Matthew Parodi
MichaelPMessinaPointPleasantBeach,1678,3,"Point Pleasant Beach, Ocean County",Michael Messina
MichaelGiangerusoLyndhurst,1679,3,"Lyndhurst, Bergen County",Michael Giangeruso
DeanAdoneRoxbury,1680,3,"Roxbury, Morris County",Dean Adone
AndrewJParsleyBarnegat,1681,3,"Barnegat, Ocean County",Andrew Parsley
EricMWeaverRoxbury,1682,3,"Roxbury, Morris County",Eric Weaver
MatthewLombardoMahwah,1683,3,"Mahwah, Bergen County",Matthew Lombardo
MichaelTJackMahwah,1684,3,"Mahwah, Bergen County",Michael Jack
EdwardMontoyaLyndhurst,1685,3,"Lyndhurst, Bergen County",Edward Montoya
JosephAVargovicSeasideHeights,1686,3,"Seaside Heights, Ocean County",Joseph Vargovic
SeanEHayesMahwah,1687,3,"Mahwah, Bergen County",Sean Hayes
RichardJarvisLyndhurst,1688,3,"Lyndhurst, Bergen County",Richard Jarvis
JosephWMcGrathSeasideHeights,1689,3,"Seaside Heights, Ocean County",Joseph McGrath
CraigGiangrandeSeasideHeights,1690,3,"Seaside Heights, Ocean County",Craig Giangrande
ElizabethPonteCamden,1691,3,"Camden, Camden County",Elizabeth Ponte
GlennARenoGarfield,1692,3,"Garfield, Bergen County",Glenn Reno
MichaelFailaceLyndhurst,1693,3,"Lyndhurst, Bergen County",Michael Failace
JonathanNLibrizziGarfield,1694,3,"Garfield, Bergen County",Jonathan Librizzi
MichaelFournierRoxbury,1695,3,"Roxbury, Morris County",Michael Fournier
PhilipTangelMahwah,1696,3,"Mahwah, Bergen County",Philip Tangel
JohnPDudasSeasideHeights,1697,3,"Seaside Heights, Ocean County",John Dudas
JohnEDavernPointPleasantBeach,1698,3,"Point Pleasant Beach, Ocean County",John Davern
WilliamJHuntMahwah,1699,3,"Mahwah, Bergen County",William Hunt
MichaelPAugunPointPleasantBeach,1700,3,"Point Pleasant Beach, Ocean County",Michael Augun
ChristopherMPappalardoPointPleasantBeach,1701,3,"Point Pleasant Beach, Ocean County",Christopher Pappalardo
AnthonyAlexanderLyndhurst,1702,3,"Lyndhurst, Bergen County",Anthony Alexander
KevinBreslinLyndhurst,1703,3,"Lyndhurst, Bergen County",Kevin Breslin
BrianCAndersonPointPleasantBeach,1704,3,"Point Pleasant Beach, Ocean County",Brian Anderson
DanielDrazekGarfield,1705,3,"Garfield, Bergen County",Daniel Drazek
WilliamBieleckiGarfield,1706,3,"Garfield, Bergen County",William Bielecki
JohnRothSeasideHeights,1707,3,"Seaside Heights, Ocean County",John Roth
KeronPiperLodi,1708,3,"Lodi, Bergen County",Keron Piper
LuisARuizCamden,1709,3,"Camden, Camden County",Luis Ruiz
RichardCMcGuireCamden,1710,3,"Camden, Camden County",Richard McGuire
CorbyCIngramCamden,1711,3,"Camden, Camden County",Corby Ingram
HishamSheikhHackensack,1712,3,"Hackensack, Bergen County",Hisham Sheikh
ChristopherMKellyCamden,1713,3,"Camden, Camden County",Christopher Kelly
EluidDTorresCamden,1714,3,"Camden, Camden County",Eluid Torres
EdmundMenesesHackensack,1715,3,"Hackensack, Bergen County",Edmund Meneses
JosephCollinsWoodbury,1716,3,"Woodbury, Gloucester County",Joseph Collins
ManuelTaveraHackensack,1717,3,"Hackensack, Bergen County",Manuel Tavera
AdamWarneLittleFerry,1718,3,"Little Ferry, Bergen County",Adam Warne
PhilipNobileLodi,1719,3,"Lodi, Bergen County",Philip Nobile
NoraBerrioLodi,1720,3,"Lodi, Bergen County",Nora Berrio
ChristopherBoelLittleFerry,1721,3,"Little Ferry, Bergen County",Christopher Boel
DavidDellaHackensack,1722,3,"Hackensack, Bergen County",David Delia
JosephRiveraCamden,1723,3,"Camden, Camden County",Joseph Rivera
JohnLaurencelleSpringfield,1724,3,"Springfield, Union County",John Laurencelle
JulioERodriguezCamden,1725,3,"Camden, Camden County",Julio Rodriguez
FrankARoccoLeonia,1726,3,"Leonia, Bergen County",Frank Rocco
EricCastilloLodi,1727,3,"Lodi, Bergen County",Eric Castillo
RandyPSmithCamden,1728,3,"Camden, Camden County",Randy Smith
StevenLFritzCamden,1729,3,"Camden, Camden County",Steven Fritz
FrankDeBartolaLodi,1730,3,"Lodi, Bergen County",Frank De Bartola
TomKirkHo-Ho-Kus,1731,3,"Ho-Ho-Kus, Bergen County",Tom Kirk
AlexanderLopez-ArenasHackensack,1732,3,"Hackensack, Bergen County",Alexander Lopez-Arenas
FrederickAMackCamden,1733,3,"Camden, Camden County",Frederick Mack
FrankMcCallHackensack,1734,3,"Hackensack, Bergen County",Frank McCall
RoryChapinHackensack,1735,3,"Hackensack, Bergen County",Rory Chapin
MichaelCaponeHackensack,1736,3,"Hackensack, Bergen County",Michael Capone
StephenOchmanHackensack,1737,3,"Hackensack, Bergen County",Stephen Ochman
GregoryKiselowHackensack,1738,3,"Hackensack, Bergen County",Gregory Kiselow
MatthewAntistaHackensack,1739,3,"Hackensack, Bergen County",Matthew Antista
DillonTurnerFortLee,1740,3,"Fort Lee, Bergen County",Dillion Turner
DavidTropeaFortLee,1741,3,"Fort Lee, Bergen County",David Tropea
PeterChongFortLee,1742,3,"Fort Lee, Bergen County",Peter Chong
ChrisCDiBiaseLakewood,1743,3,"Lakewood, Ocean County",Chris DiBiase
CherylNCampbellCamden,1744,3,"Camden, Camden County",Cheryl Campbell
MichaelHarperCamden,1745,3,"Camden, Camden County",Michael Harper
JohnTorryFairview,1746,3,"Fairview, Bergen County",John Torry
MauriceSJenkinsCamden,1747,3,"Camden, Camden County",Maurice Jenkins
RobertJSabatinoFairview,1748,3,"Fairview, Bergen County",Robert Sabatino
PasqualeLGianniniCamden,1749,3,"Camden, Camden County",Pasquale Giannini
PamelaRRigneyCamden,1750,3,"Camden, Camden County",Pamela Rigney
RahsanRTatemCamden,1751,3,"Camden, Camden County",Rahsan Tatem
RobertSChewCamden,1752,3,"Camden, Camden County",Robert Chew
PatriciaAKellyCamden,1753,3,"Camden, Camden County",Patricia Kelly
MichaelPCavalloLakewood,1754,3,"Lakewood, Ocean County",Michael Cavallo
GregoryEStaffordsmithLakewood,1755,3,"Lakewood, Ocean County",Greg Staffordsmith
JaredPaganoCamden,1756,3,"Camden, Camden County",Jared Pagano
DaltonSmithCamden,1757,3,"Camden, Camden County",Dalton Smith
DouglasCablerFortLee,1758,3,"Fort Lee, Bergen County",Douglas Cabler
AnthonyJLugoFairlawn,1759,3,"Fairlawn, Bergen County",Anthony Lugo
MichaelFerraroFortLee,1760,3,"Fort Lee, Bergen County",Michael Ferraro
JarettCookeHasbrouckHeights,1761,3,"Hasbrouck Heights, Bergen County",Jarett Cooke
KevinCondalHasbrouckHeights,1762,3,"Hasbrouck Heights, Bergen County",Kevin Condal
JosephPNepomucenoPointPleasantBeach,1763,3,"Point Pleasant Beach, Ocean County",Joseph Nepomuceno
StephenMBuskiewiczFairlawn,1764,3,"Fairlawn, Bergen County",Stephen Buskiewicz
AlexPedreLakewood,1765,3,"Lakewood, Ocean County",Alex Pedre
PatrickCilloFortLee,1766,3,"Fort Lee, Bergen County",Patrick Cillo
StephenGallagherFortLee,1767,3,"Fort Lee, Bergen County",Stephen Gallagher
BrittanieNAlexanderCamden,1768,3,"Camden, Camden County",Brittanie Alexander
JenniferFrattoCamden,1769,3,"Camden, Camden County",Jennifer Fratto
MatthewMartinezCamden,1770,3,"Camden, Camden County",Matthew Martinez
KarlFMustLakewood,1771,3,"Lakewood, Ocean County",Karl Must
ChrisSianoFairlawn,1772,3,"Fairlawn, Bergen County",Chris Siano
RyanKDanceyLakewood,1773,3,"Lakewood, Ocean County",Ryan Dancey
RobertVKneerFairlawn,1774,3,"Fairlawn, Bergen County",Robert Kneer
TaraMorganLakewood,1775,3,"Lakewood, Ocean County",Tara Morgan
SeanAMacysFairlawn,1776,3,"Fairlawn, Bergen County",Sean Macys
LukeEHintzenFairlawn,1777,3,"Fairlawn, Bergen County",Luke Hantzen
LamarRansomeCamden,1778,3,"Camden, Camden County",Lamar Ransome
DominicGMillsPointPleasantBeach,1779,3,"Point Pleasant Beach, Ocean County",Dominic Mills
EliseoMedranoElmwoodPark,1780,3,"Elmwood Park, Bergen County",Eliseo Medrano
NicholasPetronziElmwoodPark,1781,3,"Elmwood Park, Bergen County",Nicholas Petronzi
BernadetteYatesElmwoodPark,1782,3,"Elmwood Park, Bergen County",Bernadette Yates
MichaelPDelvalleLakewood,1783,3,"Lakewood, Ocean County",Michael Delvalle
OliverIsshakCamden,1784,3,"Camden, Camden County",Oliver Isshak
JosephEPrebishLakewood,1785,3,"Lakewood, Ocean County",Joseph Prebish
NicholasAustinCamden,1786,3,"Camden, Camden County",Nicholas Austin
StephanieCampbellLakewood,1787,3,"Lakewood, Ocean County",Stephanie Campbell
VictorScottElmwoodPark,1788,3,"Elmwood Park, Bergen County",Victor Scott
DerekMcAvoyLakewood,1789,3,"Lakewood, Ocean County",Derek McAvoy
AndrewMMateckiSeasideHeights,1790,3,"Seaside Heights, Ocean County",Andrew Matecki
RamonLBirrielCamden,1791,3,"Camden, Camden County",Ramon Birriel
TimothyBarrettEnglewood,1792,3,"Englewood, Bergen County",Timothy Barrett
MatthewRichardsonLakewood,1793,3,"Lakewood, Ocean County",Matthew Richardson
GregCarterGlenRock,1794,3,"Glen Rock, Bergen County",Greg Carter
CherrickJMillsCamden,1795,3,"Camden, Camden County",Cherrick Mills
HowardRennElmwoodPark,1796,3,"Elmwood Park, Bergen County",Howard Renn
FrancisOBrienFranklinLakes,1797,3,"Franklin Lakes, Bergen County",Frank OBrien
RyanSBuckPointPleasantBeach,1798,3,"Point Pleasant Beach, Ocean County",Ryan Buck
SamuelGLiebmanCamden,1799,3,"Camden, Camden County",Samuel Liebman
ChristopherEDunpheyLakewood,1800,3,"Lakewood, Ocean County",Christopher Dunphey
EricRStefanelliLakewood,1801,3,"Lakewood, Ocean County",Eric Stefanelli
NicholasJCaporasoPointPleasantBeach,1802,3,"Point Pleasant Beach, Ocean County",Nicholas Caporaso
BernardTigheCamden,1803,3,"Camden, Camden County",Bernard Tighe
JulioAlvaradoEnglewood,1804,3,"Englewood, Bergen County",Julio Alvarado
JosephFriedmanElmwoodPark,1805,3,"Elmwood Park, Bergen County",Joseph Friedman
AlexisReyesCamden,1806,3,"Camden, Camden County",Alexis Reyes
KennethLondahl-SmidtEnglewood,1807,3,"Englewood, Bergen County",Kenneth Londahl-Smidt
ConnorCCollinsCamden,1808,3,"Camden, Camden County",Connor Collins
ChristopherKedershaEnglewood,1809,3,"Englewood, Bergen County",Christopher Kedersha
DavidStinsmanCamden,1810,3,"Camden, Camden County",David Stinsman
AnthonySDeMaioBrick,1811,3,"Brick, Ocean County",Anthony DeMaio
MichaelDMatelskiOceanTownship,1812,3,"Ocean Township, Ocean County",Michael Matelski
FabianDGallegoEnglewood,1813,3,"Englewood, Bergen County",Fabian Gallego
DennisRingEdgewater,1814,3,"Edgewater, Bergen County",Dennis Ring
ChristinaRaeEdgewater,1815,3,"Edgewater, Bergen County",Christina Rae
ReneeLaraiaEnglewood,1816,3,"Englewood, Bergen County",Renee Laraia
MichaelBettegaEnglewood,1817,3,"Englewood, Bergen County",Michael Bettega
MarcKrapelsEnglewoodCliffs,1818,3,"Englewood Cliffs, Bergen County",Marc Krapels
RobertOcchiuzziEnglewood,1819,3,"Englewood, Bergen County",Robert Occhiuzzi
JosephLLardieriBrick,1820,3,"Brick, Ocean County",Joseph Lardieri
StephenMarakowskiCamden,1821,3,"Camden, Camden County",Stephen Marakowski
RobertMcCarthyEdgewater,1822,3,"Edgewater, Bergen County",Robert McCarthy
ThomasSWilsonPointPleasantBeach,1823,3,"Point Pleasant Beach, Ocean County",Thomas Wilson
StephenDoudoukjianCamden,1824,3,"Camden, Camden County",Stephen Doudoukjian
RoccoBelloniCamden,1825,3,"Camden, Camden County",Rocco Belloni
DanteRufoDumont,1826,3,"Dumont, Bergen County",Dante Rufo
KristopherPDeMarcoBrick,1827,3,"Brick, Ocean County",Kristopher DeMarco
SeanPBoylanCamden,1828,3,"Camden, Camden County",Sean Boylan
JohnHoldsworthEnglewood,1829,3,"Englewood, Bergen County",John Holdsworth
MichaelSMcCurdySeasideHeights,1830,3,"Seaside Heights, Ocean County",Michael McCurdy
MichaelKempeElmwoodPark,1831,3,"Elmwood Park, Bergen County",Michael Kempe
JosephDevlinCamden,1832,3,"Camden, Camden County",Joseph Devlin
RandyGawryloElmwoodPark,1833,3,"Elmwood Park, Bergen County",Randy Gawrylo
JeffPerryEastRutherford,1834,3,"East Rutherford, Bergen County",Jeff Perry
MarcDAmoreElmwoodPark,1835,3,"Elmwood Park, Bergen County",Marc DAmore
SethGrubeckiCresskill,1836,3,"Cresskill, Bergen County",Seth Grubecki
EvanTriveriCresskill,1837,3,"Cresskill, Bergen County",Evan Triveri
WilliamVendrellBrick,1838,3,"Brick, Ocean County",William Vendrell
RichardDNelsonBrick,1839,3,"Brick, Ocean County",Richard Nelson
JohnBirnieCresskill,1840,3,"Cresskill, Bergen County",John Birnie
RobertFScelfoBrick,1841,3,"Brick, Ocean County",Robert Scelfo
PaulConnellyCresskill,1842,3,"Cresskill, Bergen County",Paul Connelly
PhillipDWrightCamden,1843,3,"Camden, Camden County",Phillip Wright
SamuelCDellasalaLacey,1844,3,"Lacey, Ocean County",Samuel Dellasala
AngeloReyesCamden,1845,3,"Camden, Camden County",Angelo Reyes
JohnJGetzBrick,1846,3,"Brick, Ocean County",John Getz
ChristopherDippolitoCloster,1847,3,"Closter, Bergen County",Christopher Dippolito
KyleSymsCamden,1848,3,"Camden, Camden County",Kyle Syms
JosephCandurraCamden,1849,3,"Camden, Camden County",Joseph Candurra
MatthewJChesterHarveyCedars,1850,3,"Harvey Cedars, Ocean County",Matthew Chester
SeanMackayCliffsidePark,1851,3,"Cliffside Park, Bergen County",Sean MacKay
PaulHroncichCliffsidePark,1852,3,"Cliffside Park, Bergen County",Paul Hroncich
PatrickJCookBrick,1853,3,"Brick, Ocean County",Patrick Cook
BrianLashBrick,1854,3,"Brick, Ocean County",Brian Lash
JosephDavisCliffsidePark,1855,3,"Cliffside Park, Bergen County",Joseph Davis
RobertPSinopoliPointPleasantBeach,1856,3,"Point Pleasant Beach, Ocean County",Robert Sinopoli
DaniellaSmarraCamden,1857,3,"Camden, Camden County",Daniella Smarra
DanielPTestaBrick,1858,3,"Brick, Ocean County",Daniel Testa
JohnBCainPointPleasantBeach,1859,3,"Point Pleasant Beach, Ocean County",John Cain
EricMWaltersPointPleasantBeach,1860,3,"Point Pleasant Beach, Ocean County",Eric Walters
DavidOConnorCamden,1861,3,"Camden, Camden County",David OConnor
JamesBowersCamden,1862,3,"Camden, Camden County",James Bowers
JohnMatthewsCamden,1863,3,"Camden, Camden County",John Matthews
JamesMAlbaneseBrick,1864,3,"Brick, Ocean County",James Albanese
JonathanRoodCarlstadt,1865,3,"Carlstadt, Bergen County",Jonathan Rood
FelixDAmicoCarlstadt,1866,3,"Carlstadt, Bergen County",Felix DAmico
DavidSmithCarlstadt,1867,3,"Carlstadt, Bergen County",David Smith
AnthonyFZuricaBrick,1868,3,"Brick, Ocean County",Anthony Zurica
MichaelHerringCamden,1869,3,"Camden, Camden County",Michael Herring
EricLindBergenfield,1870,3,"Bergenfield, Bergen County",Eric Lind
DalinaMNguyenCamden,1871,3,"Camden, Camden County",Dalina Nguyen
DavidTortoraBergenfield,1872,3,"Bergenfield, Bergen County",David Tortora
JohnHClarkeBergenfield,1873,3,"Bergenfield, Bergen County",John Clarke
MichaelLegregniBergenfield,1874,3,"Bergenfield, Bergen County",Michael Legregni
BrandanCampbellHammonton,1875,3,"Hammonton, Atlantic County",Brandan Campbell
KyleCookCamden,1876,3,"Camden, Camden County",Kyle Cook
JamesBBurkhardtCamden,1877,3,"Camden, Camden County",James Burkhardt
RemonSolimanPleasantville,1878,3,"Pleasantville, Atlantic County",Remon Soliman
AndrewMiloneSeasideHeights,1879,3,"Seaside Heights, Ocean County",Andrew Milone
MaximilianGDrigelPointPleasantBeach,1880,3,"Point Pleasant Beach, Ocean County",Maximilian Drigel
BrianPriceVentnorCity,1881,3,"Ventnor City, Atlantic County",Brian Price
RichardZimmererBrick,1882,3,"Brick, Ocean County",Richard Zimmerer
JorgeAstuquilcaCamden,1883,3,"Camden, Camden County",Jorge Astuquilca
RickyKirchgessnerCamden,1884,3,"Camden, Camden County",Ricky Kirchgessner
JosephCDoyleBrick,1885,3,"Brick, Ocean County",Joseph Doyle
RobertWHeschleBrick,1886,3,"Brick, Ocean County",Robert Heschle
LawrenceHoffVentnorCity,1887,3,"Ventnor City, Atlantic County",Lawrence Hoff
JefferyJRainePleasantville,1888,3,"Pleasantville, Atlantic County",Jeffery Raine
JamesWilliamsPleasantville,1889,3,"Pleasantville, Atlantic County",James Williams
AnthonyTrajerLivingston,1890,3,"Livingston, Essex County",Anthony Trajer
PierluigiMancusoVentnorCity,1891,3,"Ventnor City, Atlantic County",Pierluigi Mancuso
RobertFSurteesLacey,1892,3,"Lacey, Ocean County",Robert Surtees
NicholasMcGavinOceanTownship,1893,3,"Ocean Township, Ocean County",Nicholas McGavin
RSCiecwiszNJSP,1894,3,"NJSP, State Police",R Ciecwisz
MarkSuprunVentnorCity,1895,3,"Ventnor City, Atlantic County",Mark Suprun
AstridNAurelusPleasantville,1896,3,"Pleasantville, Atlantic County",Astrid Aurelus
PascalMChavanonWinslow,1897,3,"Winslow, Camden County",Pascal Chavanon
GregoryDrucksLivingston,1898,3,"Livingston, Essex County",Gregory Drucks
BrandonStocksPleasantville,1899,3,"Pleasantville, Atlantic County",Brandon Stocks
AndrewJSlotaLacey,1900,3,"Lacey, Ocean County",Andrew Slota
MichaelGazoPleasantville,1901,3,"Pleasantville, Atlantic County",Michael Gazo
JuanDForeroPleasantville,1902,3,"Pleasantville, Atlantic County",Juan Forero
MarkPorterPleasantville,1903,3,"Pleasantville, Atlantic County",Mark Porter
ChristopherWagnerLivingston,1904,3,"Livingston, Essex County",Christopher Wagner
ChristopherLeedsPleasantville,1905,3,"Pleasantville, Atlantic County",Christopher Leeds
JosephAVolaNorthfieldCity,1906,3,"Northfield City, Atlantic County",Joseph Vola
FranciscoCorreaPleasantville,1907,3,"Pleasantville, Atlantic County",Francisco Correa
ScottMPollakNorthfieldCity,1908,3,"Northfield City, Atlantic County",Scott Pollak
JosephMaimoneHammonton,1909,3,"Hammonton, Atlantic County",Joseph Maimone
StevenHanceAbsecon,1910,3,"Absecon, Atlantic County",Steven Hance
LuisAtacaRahway,1911,3,"Rahway, Union County",Luis Ataca
PaulJMcMillanSeasideHeights,1912,3,"Seaside Heights, Ocean County",Paul McMillan
JonathanEConroyPointPleasantBeach,1913,3,"Point Pleasant Beach, Ocean County",Jonathan Conroy
DanielDAlberoRahway,1914,3,"Rahway, Union County",Daniel DAlbero
TaraHannanRahway,1915,3,"Rahway, Union County",Tara Hannan
ScottRayackRahway,1916,3,"Rahway, Union County",Scott Rayack
GaryRomanRahway,1917,3,"Rahway, Union County",Gary Roman
EdwardODonnellRahway,1918,3,"Rahway, Union County",Edward ODonnell
AndrewWebbRahway,1919,3,"Rahway, Union County",Andrew Webb
DanielKennyBrick,1920,3,"Brick, Ocean County",Daniel Kenny
RyanNaniPlumstead,1921,3,"Plumstead, Ocean County",Ryan Nani
ThomasMcCombRahway,1922,3,"Rahway, Union County",Thomas McComb
BrendanMKerlinLongBeachTownship,1923,3,"Long Beach Township, Ocean County",Brendan Kerlin
BrianRFoleyBrick,1924,3,"Brick, Ocean County",Brian Foley
FrankPaulingRahway,1925,3,"Rahway, Union County",Frank Pauling
JamesAEspositoHamilton,1926,3,"Hamilton, Atlantic County",James Esposito
StevenMartinezWestfield,1927,3,"Westfield, Union County",Steven Martinez
JohnSwiderskiWestfield,1928,3,"Westfield, Union County",John Swiderski
RyanRWeissWestfield,1929,3,"Westfield, Union County",Ryan Weiss
CoryDSilvioHamilton,1930,3,"Hamilton, Atlantic County",Cory Silvio
ChristopherPPrychkaHamilton,1931,3,"Hamilton, Atlantic County",Christopher Prychka
PhilipJPollinaLongBeachTownship,1932,3,"Long Beach Township, Ocean County",Philip Pollina
WilliamMcElreaHamilton,1933,3,"Hamilton, Atlantic County",William McElrea
KevinJZippilliHamilton,1934,3,"Hamilton, Atlantic County",Kevin Zippilli
GeorgeTWilliamsBrick,1935,3,"Brick, Ocean County",George Williams
